1,10,60,10.21,3,30,30,3,50,,0.1021
2,20,70,10.07,3,30,29,2,49,,0.1007
3,20,23,10.99,3,29,30,3,49,,0.1099
4,20,16,11.85,3,29,29,3,49,,0.1185
5,18,11,12.32,3,29,29,3,49,,0.1232
6,16,11,13.11,4,29,29,3,49,,0.1311
7,16,11,13.3,4,30,29,3,49,,0.133
8,16,18,13.94,4,30,29,3,49,,0.1394
9,16,18,13.94,4,30,29,3,49,,0.1394
10,15,20,13.67,3,30,29,3,49,,0.1367
11,14,16,14.12,4,31,30,3,49,,0.1412
12,13,9,14.46,4,31,30,3,49,,0.1446
13,14,14,15.07,4,31,30,3,49,,0.1507
14,13,15,15.83,4,32,30,3,49,,0.1583
15,11,17,16.06,4,32,30,3,50,,0.1606
16,10,15,16.24,4,32,30,3,50,,0.1624
17,10,11,16.31,4,31,30,3,50,,0.1631
18,10,17,16.64,4,31,30,3,49,,0.1664
19,10,11,17.42,4,31,30,3,49,,0.1742
20,9,9,17.83,5,31,30,3,49,,0.1783
21,8,9,18.44,5,31,29,3,49,,0.1844
22,7,11,18.97,5,31,29,3,50,,0.1897
23,6,14,19.27,5,31,29,2,50,,0.1927
24,6,13,19.92,5,31,29,2,50,,0.1992
25,6,13,19.84,5,31,29,3,50,,0.1984
26,6,11,19.35,4,31,30,3,50,,0.1935
27,8,11,19.95,5,31,30,3,51,,0.1995
28,8,14,20.25,5,31,30,3,52,,0.2025
29,8,16,19.8,5,31,29,4,52,,0.198
30,9,16,19.95,5,31,30,4,53,,0.1995
31,7,13,20.5,5,31,30,3,53,,0.205
32,6,12,20.21,5,32,29,2,52,,0.2021
33,8,15,20.07,5,32,29,3,54,,0.2007
34,7,21,19.85,4,32,29,3,53,,0.1985
35,6,18,19.73,4,32,29,2,52,,0.1973
36,7,12,20.46,4,33,29,2,53,,0.2046
37,6,15,21.05,4,33,29,2,51,,0.2105
38,6,12,20.79,4,34,30,2,51,,0.2079
39,7,16,21.1,4,34,29,2,52,,0.211
40,6,17,21.05,5,33,29,2,51,,0.2105
41,6,17,21.68,4,33,29,2,51,,0.2168
42,6,21,21.29,5,34,29,2,51,,0.2129
43,6,23,21.6,4,34,29,2,51,,0.216
44,5,13,21.72,4,35,29,2,50,,0.2172
45,6,12,22.22,4,35,30,2,51,,0.2222
46,5,13,23.13,4,34,32,2,49,,0.2313
47,4,10,23.98,4,36,30,1,46,,0.2398
48,4,7,24.74,4,36,30,1,46,,0.2474
49,4,5,26.02,2,34,31,1,46,,0.2602
50,4,5,27.44,1,34,32,1,46,,0.2744
51,4,2,28.9,1,35,32,1,46,,0.289
52,4,2,30.36,1,35,32,1,46,,0.3036
53,4,2,31.84,1,35,32,1,45,,0.3184
54,4,1,33.27,1,35,32,1,45,,0.3327
55,4,2,34.72,1,34,32,1,45,,0.3472
56,4,2,36.18,1,34,32,1,45,,0.3618
57,4,2,37.59,1,34,32,2,45,,0.3759
58,4,3,39,1,34,32,1,45,,0.39
59,4,4,40.32,1,34,31,1,44,,0.4032
60,4,5,41.64,1,34,32,1,44,,0.4164
61,4,4,42.89,1,34,32,1,44,,0.4289
62,4,7,43.57,1,34,32,1,44,,0.4357
63,4,10,43.81,1,34,32,1,44,,0.4381
64,4,11,43.81,1,34,32,1,44,,0.4381
65,4,15,43.58,2,34,32,1,43,,0.4358
66,4,20,42.93,1,35,31,1,43,,0.4293
67,4,26,41.45,1,34,31,2,42,,0.4145
68,4,38,39.57,1,34,32,1,42,,0.3957
69,4,44,38.77,2,34,32,1,42,,0.3877
70,4,33,37.57,2,35,32,1,42,,0.3757
71,4,31,37.14,2,35,32,1,42,,0.3714
72,4,33,36.66,2,35,32,1,42,,0.3666
73,6,23,36.51,2,35,32,1,44,,0.3651
74,6,18,37,3,34,32,1,44,,0.37
75,6,17,36.81,3,34,33,1,44,,0.3681
76,6,20,36.31,4,34,33,1,44,,0.3631
77,6,20,36.49,4,34,33,1,44,,0.3649
78,6,12,36.39,4,34,33,1,44,,0.3639
79,6,12,36.55,4,34,32,1,44,,0.3655
80,6,12,35.07,5,34,32,2,44,,0.3507
81,6,8,35.36,6,34,32,2,44,,0.3536
82,6,8,35.7,5,34,31,1,44,,0.357
83,6,10,35.49,5,34,31,1,44,,0.3549
84,6,11,35.08,5,34,31,1,44,,0.3508
85,5,11,34.42,5,35,31,2,46,,0.3442
86,4,13,34.98,5,35,31,2,50,,0.3498
87,4,17,35,5,35,31,2,50,,0.35
88,4,15,34.75,5,35,30,2,50,,0.3475
89,4,15,34.59,5,35,30,3,49,,0.3459
90,4,18,34.34,5,35,30,3,49,,0.3434
91,4,13,33.81,6,35,30,2,49,,0.3381
92,4,15,32.56,6,34,30,2,49,,0.3256
93,4,15,32.54,6,34,31,2,49,,0.3254
94,4,12,33.31,6,34,31,2,49,,0.3331
95,4,6,34.08,6,35,30,2,48,,0.3408
96,4,7,34.29,6,34,30,2,48,,0.3429
97,4,10,34.8,5,35,30,2,49,,0.348
98,4,9,34.37,6,35,30,2,49,,0.3437
99,4,12,34.63,6,35,31,1,50,,0.3463
100,4,13,34.61,6,35,31,2,50,,0.3461
101,4,16,34.32,5,35,30,2,51,,0.3432
102,4,16,35.03,5,35,30,2,51,,0.3503
103,4,13,35.72,5,35,30,2,50,,0.3572
104,4,8,36.32,4,36,30,2,51,,0.3632
105,4,6,36.93,4,35,30,2,51,,0.3693
106,5,5,37.58,5,35,30,2,52,,0.3758
107,4,10,38.28,5,35,30,1,51,,0.3828
108,4,8,39,5,35,31,1,51,,0.39
109,4,8,38.69,4,34,31,1,51,,0.3869
110,4,15,38.19,4,34,31,1,51,,0.3819
111,4,18,37.35,4,34,31,2,52,,0.3735
112,6,19,37.45,4,34,31,1,53,,0.3745
113,6,16,38.46,4,33,31,2,53,,0.3846
114,6,7,39.28,3,34,31,2,53,,0.3928
115,6,6,40.37,3,35,31,1,53,,0.4037
116,6,5,41.26,4,35,31,1,53,,0.4126
117,6,9,42.24,4,35,31,1,53,,0.4224
118,6,11,42.7,4,35,31,1,53,,0.427
119,6,9,43.33,4,35,31,2,53,,0.4333
120,6,9,43.34,4,35,31,2,53,,0.4334
121,6,9,43.26,4,35,31,2,53,,0.4326
122,6,11,43.85,4,34,31,2,53,,0.4385
123,6,13,43.16,4,35,31,3,53,,0.4316
124,6,17,41.93,4,35,31,3,53,,0.4193
125,8,20,41.56,4,35,31,3,54,,0.4156
126,7,23,42.09,4,36,30,3,53,,0.4209
127,6,18,42.24,4,35,30,2,53,,0.4224
128,6,22,42.38,4,36,31,2,53,,0.4238
129,6,18,42.23,4,36,31,2,54,,0.4223
130,8,14,41.97,3,36,30,2,55,,0.4197
131,8,10,42.25,3,36,30,2,54,,0.4225
132,8,13,42.58,3,36,30,2,54,,0.4258
133,8,16,43.36,3,36,30,3,54,,0.4336
134,8,10,42.49,5,36,31,3,55,,0.4249
135,8,10,42.38,5,36,31,3,55,,0.4238
136,8,9,42.3,6,36,32,3,55,,0.423
137,7,11,42.18,5,36,32,2,57,,0.4218
138,6,13,42.65,6,36,32,2,58,,0.4265
139,6,11,42.28,5,36,32,2,57,,0.4228
