140,6,11,42.72,6,36,32,2,58,,0.4272
141,6,12,43.39,5,37,32,2,58,,0.4339
142,6,8,44.07,4,37,32,1,58,,0.4407
143,6,7,44.98,3,37,31,1,58,,0.4498
144,6,7,45.8,3,38,31,1,58,,0.458
145,6,8,46.16,4,38,31,1,59,,0.4616
146,6,7,46.74,3,38,31,2,59,,0.4674
147,7,10,46.9,3,38,31,2,59,,0.469
148,7,14,47.19,3,38,31,2,59,,0.4719
149,6,15,46.82,3,38,30,2,59,,0.4682
150,6,25,46.69,3,38,30,2,59,,0.4669
151,6,22,46.73,3,37,30,2,59,,0.4673
152,6,21,46.06,3,38,30,1,59,,0.4606
153,8,23,45.97,3,38,29,2,59,,0.4597
154,8,17,47,3,37,30,2,60,,0.47
155,8,13,47.7,3,37,29,2,60,,0.477
156,8,11,47.54,3,37,28,2,60,,0.4754
157,8,12,47.8,3,37,29,2,60,,0.478
158,8,14,48.25,3,37,29,2,60,,0.4825
159,8,13,48.96,3,37,29,3,60,,0.4896
160,8,14,49.15,3,37,28,3,60,,0.4915
161,8,12,49.54,3,37,28,4,60,,0.4954
162,10,11,50.28,3,37,28,4,60,,0.5028
163,9,9,50.52,3,37,27,3,60,,0.5052
164,8,13,50.58,3,37,27,3,60,,0.5058
165,8,12,50.69,3,37,27,2,60,,0.5069
166,8,17,50.86,4,37,27,2,60,,0.5086
167,8,16,50.81,4,38,27,2,60,,0.5081
168,8,14,50.98,4,38,27,2,60,,0.5098
169,10,11,51.13,5,38,27,3,61,,0.5113
170,12,6,51.86,4,37,27,3,62,,0.5186
171,12,7,52.55,4,37,28,3,62,,0.5255
172,12,8,53.57,4,37,27,3,62,,0.5357
173,12,4,54.96,5,38,29,2,61,,0.5496
174,12,2,56.18,5,38,29,2,61,,0.5618
175,12,2,57.24,5,38,28,2,61,,0.5724
176,11,2,58.38,5,37,28,2,61,,0.5838
177,10,2,59.6,5,37,28,2,62,,0.596
178,10,2,60.62,5,37,28,2,62,,0.6062
179,10,4,61.11,5,37,29,2,62,,0.6111
180,9,5,61.51,5,37,29,2,61,,0.6151
181,8,9,61.97,5,37,28,2,61,,0.6197
182,8,16,61.23,5,37,28,2,60,,0.6123
183,8,17,60.42,5,37,28,2,60,,0.6042
184,8,14,60.95,5,37,28,2,60,,0.6095
185,8,7,60.88,5,37,28,2,60,,0.6088
186,8,7,60.69,4,37,29,2,59,,0.6069
187,8,11,60.69,4,37,29,2,59,,0.6069
188,8,17,58.91,4,37,29,3,59,,0.5891
189,8,23,57.53,4,37,29,3,59,,0.5753
190,7,23,57.18,4,38,29,3,60,,0.5718
191,8,24,57.06,4,37,29,4,60,,0.5706
192,7,12,57.74,4,37,29,3,60,,0.5774
193,6,6,58.59,4,37,29,2,61,,0.5859
194,6,6,59.27,5,37,30,2,61,,0.5927
195,6,4,60.41,5,37,30,3,60,,0.6041
196,6,5,60.99,4,36,30,3,60,,0.6099
197,6,7,61.71,4,36,30,4,60,,0.6171
198,6,9,62.25,4,35,30,4,59,,0.6225
199,6,11,61.91,4,35,30,4,59,,0.6191
200,6,14,61.53,4,35,30,4,59,,0.6153
