1,10,60,10,3,30,30,3,50
2,20,70,9,3,30,30,3,49
3,20,18,9,2,30,29,3,49
4,22,10,10,3,30,30,3,49
5,22,7,11,2,29,30,3,49
6,19,3,13,3,30,29,2,49
7,18,4,14,3,30,29,2,49
8,18,4,15,3,30,29,2,49
9,18,5,16,3,30,29,3,49
10,18,7,16,3,30,29,3,49
11,17,10,17,3,30,29,3,49
12,15,10,17,3,30,30,2,49
13,14,14,18,3,30,30,2,48
14,14,13,18,3,30,29,3,48
15,14,14,18,3,30,29,3,48
16,15,14,18,3,30,29,3,48
17,13,13,18,3,31,28,3,49
18,12,12,19,3,31,29,2,49
19,12,8,20,2,31,29,2,49
20,12,6,21,2,31,29,2,49
21,11,7,22,2,31,30,3,49
22,10,12,23,2,31,30,2,49
23,10,12,23,2,31,30,2,48
24,10,17,23,2,32,30,2,48
25,10,22,22,2,32,30,2,48
26,10,20,23,3,32,30,2,48
27,14,15,23,3,32,31,3,48
28,15,15,23,3,32,30,3,48
29,17,15,23,4,32,31,3,49
30,15,11,24,4,33,30,3,48
31,13,7,25,3,32,31,3,48
32,12,6,25,2,31,31,3,48
33,12,6,26,3,31,30,3,48
34,12,7,27,3,31,30,3,49
35,12,10,27,2,31,30,4,49
36,11,14,28,2,30,30,4,49
37,9,12,28,3,31,30,3,50
38,8,12,28,3,31,30,3,50
39,9,13,29,3,31,29,3,50
40,8,6,30,3,32,29,3,49
41,8,10,31,3,32,29,3,49
42,8,8,32,3,31,29,3,49
43,8,6,33,3,31,28,4,50
44,7,5,33,3,31,27,4,51
45,6,7,34,3,31,27,3,52
46,6,7,35,3,32,27,2,52
47,6,7,35,3,32,28,2,52
48,6,8,36,3,32,27,2,52
49,6,8,36,3,32,28,2,52
50,6,10,36,3,32,28,2,51
51,6,12,36,4,32,28,2,51
52,6,14,35,4,32,28,2,51
53,6,16,34,5,32,28,2,51
54,6,11,35,5,32,28,2,51
55,6,4,35,6,31,29,2,51
56,7,4,35,6,30,30,2,51
57,6,4,36,6,30,30,2,51
58,7,2,37,6,32,30,2,51
59,6,3,38,6,32,30,3,51
60,5,3,39,6,32,30,3,50
61,4,4,39,7,32,30,3,50
62,4,6,38,7,32,31,3,50
63,4,10,38,7,31,31,3,50
64,4,12,36,6,31,31,3,50
65,4,14,35,6,31,31,2,50
66,4,13,33,6,32,31,2,50
67,4,11,33,7,32,31,2,50
68,4,10,33,7,32,31,2,49
69,4,7,33,8,33,31,2,48
70,4,8,33,7,34,31,3,48
71,4,6,33,7,34,31,4,48
72,4,6,33,7,34,31,3,47
73,4,3,34,7,34,31,3,47
74,4,1,35,7,33,32,3,48
75,4,1,36,7,33,32,3,48
76,4,1,38,7,33,32,3,48
77,4,2,38,7,33,32,2,48
78,4,3,39,7,32,31,2,48
79,4,5,39,7,32,31,2,48
80,4,8,37,7,32,31,2,47
81,4,11,36,7,33,31,2,47
82,4,12,33,7,33,31,2,48
83,4,20,32,7,33,31,2,47
84,4,9,31,7,33,31,2,47
85,4,10,31,7,33,31,2,47
86,4,7,31,7,33,31,2,47
87,4,7,32,7,32,32,2,47
88,4,6,31,7,32,32,2,47
89,4,6,32,7,33,32,3,47
90,4,5,33,7,33,32,2,47
91,4,1,33,6,34,31,2,48
92,5,2,34,5,33,31,2,47
93,4,1,35,5,33,31,2,47
94,4,1,37,5,33,31,2,47
95,4,2,38,5,33,30,2,47
96,4,2,38,5,33,30,2,47
97,4,3,40,5,33,30,2,47
98,4,3,40,5,33,31,2,48
99,4,4,41,5,32,31,2,48
100,4,2,42,5,33,31,1,48
101,4,3,43,5,33,30,1,49
102,4,2,44,5,33,29,1,48
103,4,1,45,5,34,30,1,48
104,4,2,46,5,34,30,1,48
105,4,3,46,5,33,30,2,48
106,4,3,46,5,33,30,2,48
107,4,6,46,5,33,30,2,48
108,4,9,46,5,33,30,2,48
109,4,11,46,5,34,30,2,48
110,4,13,44,5,34,29,2,49
111,4,16,42,5,34,30,2,49
112,4,16,41,4,34,30,1,49
113,4,14,41,4,34,30,1,49
114,4,11,41,4,34,30,2,50
115,4,13,41,4,34,30,2,50
116,5,11,41,4,34,31,2,50
117,6,8,42,5,33,30,2,50
118,4,7,43,5,33,29,3,49
119,4,6,42,6,33,30,3,49
120,4,8,42,6,33,30,3,50
121,4,14,42,6,33,30,2,50
122,4,12,41,6,33,30,2,49
123,4,8,41,6,33,30,2,49
124,5,8,42,6,33,30,1,49
125,5,8,42,6,33,31,2,49
126,4,6,43,6,32,31,2,49
127,4,10,43,6,32,31,2,49
128,4,11,42,6,32,31,2,50
129,4,13,42,6,32,31,2,50
130,4,11,41,7,32,31,3,50
131,4,6,41,7,33,30,3,49
132,6,4,41,8,32,29,2,47
133,6,6,41,8,32,29,2,47
134,5,6,42,9,32,29,2,45
135,6,5,42,8,33,29,3,46
136,5,7,42,8,32,29,2,44
137,4,9,40,8,32,29,1,42
138,4,12,39,8,32,29,1,41
139,4,13,38,8,33,29,1,41
140,4,10,37,8,33,29,2,41
141,4,11,37,8,33,29,1,41
142,4,10,37,8,33,29,1,41
143,4,11,37,8,32,29,1,41
144,4,9,36,8,32,29,1,41
145,4,10,37,8,32,30,1,40
146,4,6,37,8,32,30,1,40
147,4,4,38,7,32,30,1,40
148,4,3,39,8,32,29,1,40
149,4,3,39,8,32,29,1,40
150,4,3,40,9,33,29,1,41
151,4,4,40,8,33,29,1,41
152,4,4,41,8,33,29,1,41
153,4,5,40,8,33,29,1,41
154,6,9,40,8,33,28,1,42
155,6,11,38,8,33,28,2,43
156,6,14,37,8,33,28,2,42
157,6,15,36,8,33,28,2,42
158,8,9,36,8,32,27,2,41
159,8,4,37,8,33,28,2,41
160,8,1,38,9,32,27,2,41
161,8,1,39,9,32,27,2,42
162,8,1,40,9,32,27,1,42
163,9,1,42,9,32,27,2,42
164,8,2,42,9,32,27,2,42
165,8,4,42,9,32,27,2,42
166,8,8,41,9,32,27,2,43
167,8,9,41,9,32,27,2,43
168,8,7,40,10,32,27,2,42
169,9,9,39,10,33,27,2,43
170,9,8,39,9,32,27,2,43
171,8,4,39,10,33,27,2,43
172,9,5,40,10,33,27,2,43
173,8,3,41,9,31,28,2,43
174,8,3,41,9,31,28,3,43
175,8,4,42,8,31,27,3,43
176,8,4,43,8,31,27,3,43
177,8,2,44,9,31,27,3,43
178,8,1,45,9,31,27,3,43
179,8,2,46,9,31,27,3,43
180,7,4,46,8,31,26,2,42
181,6,5,46,8,31,27,2,42
182,6,5,47,8,31,27,2,42
183,6,4,47,8,31,26,1,43
184,6,5,47,9,32,27,1,43
185,8,5,45,9,32,27,1,45
186,11,6,44,9,32,27,1,46
187,10,10,43,9,33,27,1,46
188,10,10,41,9,33,27,1,46
189,9,8,42,9,33,28,1,46
190,9,3,43,9,33,28,1,46
191,8,3,43,9,33,29,2,46
192,8,5,42,9,33,29,2,46
193,8,5,43,9,33,29,2,45
194,8,5,43,9,33,30,2,45
195,8,4,43,9,33,29,3,44
196,8,5,43,9,33,29,3,45
197,8,6,44,9,33,29,3,45
198,8,4,44,10,33,29,3,45
199,7,4,44,10,33,29,3,44
200,6,5,44,11,33,29,3,43
